ISBN10	ISBN13	Title	Author	Cover	Publisher	Pages
0375759778	9780375759772	Prague: A Novel	Arthur Phillips	http://www.openisbn.com/cover/0375759778_72.jpg	Random House Trade Paperbacks	400
0425163091	9780425163092	Chocolate Jesus	Stephen Jaramillo	http://www.openisbn.com/cover/0425163091_72.jpg	Berkley Trade	249
3404921038	9783404921034	Wie Barney Es Sieht. Roman	Mordecai Richler,Michael Panofsky,Anette Grube	http://www.openisbn.com/cover/3404921038_72.jpg	Bastei Lübbe	574
3442353866	9783442353866	Der Fluch Der Kaiserin	Eleanor Cooney,Daniel Altieri	http://www.openisbn.com/cover/3442353866_72.jpg	Blanvalet	0
3442410665	9783442410668	Die Sturmzeit-Trilogie: Sturmzeit: Roman: BD 1	Charlotte Link	http://www.openisbn.com/cover/3442410665_72.jpg	Goldmann Verlag	544
3442446937	9783442446933	Tage Der Unschuld	Richard North Patterson,Kristian Lutze	http://www.openisbn.com/cover/3442446937_72.jpg	Goldmann	575
0375406328	9780375406324	Lying Awake	Mark Salzman	http://www.openisbn.com/cover/0375406328_72.jpg	Alfred A. Knopf	181
0446310786	9780446310789	To Kill A Mockingbird	Harper Lee	http://www.openisbn.com/cover/0446310786_72.jpg	Grand Central Publishing	281
0449005615	9780449005613	Seabiscuit: An American Legend	Laura Hillenbrand	http://www.openisbn.com/cover/0449005615_72.jpg	Ballantine Books	399
0060168013	9780060168018	Pigs In Heaven	Barbara Kingsolver	http://www.openisbn.com/cover/0060168013_72.jpg	HarperCollins Publishers	288
038078243X	9780380782437	Miss Zukas And The Raven's Dance (Miss Zukas Mysteries)	Jo Dereske	http://www.openisbn.com/cover/038078243X_72.jpg	Avon	256
055321215X	9780553212150	Pride And Prejudice	Jane Austen	http://www.openisbn.com/cover/055321215X_72.jpg	Bantam Classics	0
067176537X	9780671765378	The Therapeutic Touch: How To Use Your Hands To Help Or To Heal	Dolores Krieger	http://www.openisbn.com/cover/067176537X_72.jpg	Touchstone	168
0061099686	9780061099687	Downtown	Anne Rivers Siddons	http://www.openisbn.com/cover/0061099686_72.jpg	HarperTorch	512
0553582909	9780553582901	Icebound	Dean Koontz	http://www.openisbn.com/cover/0553582909_72.jpg	Bantam	416
0671888587	9780671888589	I'll Be Seeing You	Mary Higgins Clark	http://www.openisbn.com/cover/0671888587_72.jpg	Pocket Books	320
0553582747	9780553582741	From The Corner Of His Eye	Dean Koontz	http://www.openisbn.com/cover/0553582747_72.jpg	Bantam	768
0425182908	9780425182901	Isle Of Dogs (Andy Brazil)	Patricia Cornwell	http://www.openisbn.com/cover/0425182908_72.jpg	Berkley	432
042518630X	9780425186305	Purity In Death	J.D. Robb	http://www.openisbn.com/cover/042518630X_72.jpg	Berkley	368
0440223571	9780440223573	This Year It Will Be Different And Other Stories - A Christmas Treasury	Maeve Binchy	http://www.openisbn.com/cover/0440223571_72.jpg	Dell	0
0812523873	9780812523874	Proxies	Laura J. Mixon	http://www.openisbn.com/cover/0812523873_72.jpg	Tor Books	480
0842342702	9780842342704	Left Behind: A Novel Of The Earth's Last Days (Left Behind #1)	Tim LaHaye,Jerry B. Jenkins	http://www.openisbn.com/cover/0842342702_72.jpg	Living Books	352
0440225701	9780440225706	The Street Lawyer	John Grisham	http://www.openisbn.com/cover/0440225701_72.jpg	Dell	464
0060914068	9780060914066	Love, Medicine And Miracles	Bernie S. Siegel M.D.	http://www.openisbn.com/cover/0060914068_72.jpg	HarperCollins Publishers	0
0156047624	9780156047623	All The King's Men	Robert Penn Warren	http://www.openisbn.com/cover/0156047624_72.jpg	Harcourt	438
0245542957	9780245542954	Pacific Northwest	Hans Johannes Hoefer	http://www.openisbn.com/cover/0245542957_72.jpg	Chambers	0
0380715899	9780380715893	Soldier Of The Great War	Mark Helprin	http://www.openisbn.com/cover/0380715899_72.jpg	Avon Books	736
0553280333	9780553280333	Getting Well Again: The Bestselling Classic About The Simontons' Revolutionary Lifesaving Self- Awareness Techniques	O. Carl Simonton M.D.,James Creighton Ph.D.,Stepha	http://www.openisbn.com/cover/0553280333_72.jpg	Bantam	304
0961769947	9780961769949	Northwest Wines And Wineries	Chuck Hill	http://www.openisbn.com/cover/0961769947_72.jpg	Speed Graphics	236
0964778319	9780964778313	An Atmosphere Of Eternity: Stories Of India	David Iglehart	http://www.openisbn.com/cover/0964778319_72.jpg	Sunflower Pub Co	157
0671623249	9780671623241	Lonesome Dove	Larry McMurtry	http://www.openisbn.com/cover/0671623249_72.jpg	Pocket Books	945
0679810307	9780679810308	Shabanu: Daughter Of The Wind (Border Trilogy)	Suzanne Fisher Staples	http://www.openisbn.com/cover/0679810307_72.jpg	Laurel Leaf	256
0679865691	9780679865698	Haveli	Suzanne Fisher Staples	http://www.openisbn.com/cover/0679865691_72.jpg	Laurel Leaf	336
2070423204	9782070423200	Lieux Dits	Michel Tournier	http://www.openisbn.com/cover/2070423204_72.jpg	Gallimard	125
0345260317	9780345260314	The Dragons Of Eden: Speculations On The Evolution Of Human Intelligence	Carl Sagan	http://www.openisbn.com/cover/0345260317_72.jpg	Ballantine Books	0
0394743741	9780394743745	The Yawning Heights	Aleksandr Zinoviev	http://www.openisbn.com/cover/0394743741_72.jpg	Random House	828
042511774X	9780425117743	Breathing Lessons	Anne Tyler	http://www.openisbn.com/cover/042511774X_72.jpg	Berkley	352
0804106304	9780804106306	The Joy Luck Club	Amy Tan	http://www.openisbn.com/cover/0804106304_72.jpg	Ballantine Books	352
1853262404	9781853262401	Heart Of Darkness &amp; Other Stories (Wordsworth Collection)	Joseph Conrad	http://www.openisbn.com/cover/1853262404_72.jpg	Wordsworth Editions Ltd	240
0312970242	9780312970246	Deepak Chopra's The Angel Is Near	Deepak Chopra,Martin Greenberg	http://www.openisbn.com/cover/0312970242_72.jpg	St. Martin's Paperbacks	340
1853260053	9781853260056	Tess Of The D'Urbervilles (Wadsworth Collection)	Thomas Hardy	http://www.openisbn.com/cover/1853260053_72.jpg	Wordsworth Edition Ltd	384
1414035004	9781414035000	The Adventures Of Drew And Ellie: The Magical Dress	Charles Noland,Sherri Baker	http://www.openisbn.com/cover/1414035004_72.jpg	Authorhouse	76
0060938412	9780060938413	The Accidental Virgin	Valerie Frankel	http://www.openisbn.com/cover/0060938412_72.jpg	William Morrow Paperbacks	277
0140067477	9780140067477	The Tao Of Pooh	Benjamin Hoff	http://www.openisbn.com/cover/0140067477_72.jpg	Penguin (Non-Classics)	176
0345465083	9780345465085	Seabiscuit: An American Legend	Laura Hillenbrand	http://www.openisbn.com/cover/0345465083_72.jpg	Ballantine Books	453
0451625889	9780451625885	The Prince (Mentor Series)	Niccolo Machiavelli	http://www.openisbn.com/cover/0451625889_72.jpg	Signet	0
1558531025	9781558531024	Life's Little Instruction Book:  511 Suggestions, Observations, And Reminders On How To Live A Happy And Rewarding Life	H. Jackson Brown Jr.	http://www.openisbn.com/cover/1558531025_72.jpg	Rutledge Hill Press	160
0441783589	9780441783588	Starship Troopers	Robert A. Heinlein	http://www.openisbn.com/cover/0441783589_72.jpg	Ace	263
0394895894	9780394895895	The Ruby In The Smoke (Sally Lockhart Trilogy, Book 1)	Philip Pullman	http://www.openisbn.com/cover/0394895894_72.jpg	Laurel Leaf	230
1569871213	9781569871218	Black Beauty (Illustrated Classics)		http://www.openisbn.com/cover/1569871213_72.jpg	Landoll	240
0375410538	9780375410536	Anil's Ghost	Michael Ondaatje	http://www.openisbn.com/cover/0375410538_72.jpg	Knopf	311
0966986105	9780966986105	Prescription For Terror	Sandra Levy Ceren	http://www.openisbn.com/cover/0966986105_72.jpg	Andrew Scott Pub	240
087113375X	9780871133755	Modern Manners: An Etiquette Book For Rude People	P. J. O'Rourke	http://www.openisbn.com/cover/087113375X_72.jpg	Atlantic Monthly Press	280
0340767936	9780340767931	Turning Thirty	Mike Gayle	http://www.openisbn.com/cover/0340767936_72.jpg	Flame	384
0743403843	9780743403849	Decipher	Stel Pavlou	http://www.openisbn.com/cover/0743403843_72.jpg	Simon &amp; Schuster	816
0060930365	9780060930363	My First Cousin Once Removed: Money, Madness, And The Family Of Robert Lowell	Sarah Payne Stuart	http://www.openisbn.com/cover/0060930365_72.jpg	Harper Perennial	256
0060177586	9780060177584	Standing Firm: Dan Quayle	Dan Quayle	http://www.openisbn.com/cover/0060177586_72.jpg	HarperCollins	402
0071416331	9780071416337	Team Bush : Leadership Lessons From The Bush White House	Donald F. Kettl,Donald Kettl	http://www.openisbn.com/cover/0071416331_72.jpg	McGraw-Hill	224
0375509038	9780375509032	The Right Man: The Surprise Presidency Of George W. Bush, An Inside Account	David Frum	http://www.openisbn.com/cover/0375509038_72.jpg	Random House	320
0553062042	9780553062045	The Daybreakers (The Louis L'Amour Collection)	Louis L'Amour	http://www.openisbn.com/cover/0553062042_72.jpg	Bantam Doubleday Dell	198
0316769487	9780316769488	The Catcher In The Rye	J.D. Salinger	http://www.openisbn.com/cover/0316769487_72.jpg	Little, Brown And Company	224
0679429220	9780679429227	Midnight In The Garden Of Good And Evil	John Berendt	http://www.openisbn.com/cover/0679429220_72.jpg	Random House	388
0671867156	9780671867157	Pretend You Don't See Her	Mary Higgins Clark	http://www.openisbn.com/cover/0671867156_72.jpg	Pocket Books	320
0312252617	9780312252618	Fast Women	Jennifer Crusie	http://www.openisbn.com/cover/0312252617_72.jpg	St. Martin's Press	352
0312261594	9780312261597	Female Intelligence	Jane Heller	http://www.openisbn.com/cover/0312261594_72.jpg	St. Martin's Press	336
0316748641	9780316748643	Pasquale's Nose: Idle Days In An Italian Town	Michael Rips	http://www.openisbn.com/cover/0316748641_72.jpg	Back Bay Books	224
0316973742	9780316973748	The Gospel Of Judas: A Novel	Simon Mawer	http://www.openisbn.com/cover/0316973742_72.jpg	Back Bay Books	352
0385235941	9780385235945	Prize Stories 1987: The O. Henry Awards	William Abrahams	http://www.openisbn.com/cover/0385235941_72.jpg	Doubleday	320
0446677450	9780446677455	Rich Dad, Poor Dad: What The Rich Teach Their Kids About Money--That The Poor And Middle Class Do Not!	Robert T. Kiyosaki,Sharon L. Lechter	http://www.openisbn.com/cover/0446677450_72.jpg	Business Plus	207
0451166892	9780451166890	The Pillars Of The Earth	Ken Follett	http://www.openisbn.com/cover/0451166892_72.jpg	Signet	983
